Fe                0.000000  0.000000  0.000000
Fe                1.435000  1.435000  1.435000
Fe                0.000000  0.000000  2.870000
Fe                1.435000  1.435000  4.305000
Fe                0.000000  2.870000  0.000000
Fe                1.435000  4.305000  1.435000
Fe                0.000000  2.870000  2.870000
Fe                1.435000  4.305000  4.305000
Fe                2.870000  0.000000  0.000000
Fe                4.305000  1.435000  1.435000
Fe                2.870000  0.000000  2.870000
Fe                4.305000  1.435000  4.305000
Fe                2.870000  2.870000  0.000000
Fe                4.305000  4.305000  1.435000
Fe                2.870000  2.870000  2.870000
Fe                4.305000  4.305000  4.305000
